[2026-07-15T12:28:28.984Z] GET file:///Users/arda/Projects/eardatasci.github.io/theme.min.7363202e6ba39c3b4caca8b218f6f6631256ed7a41cd2f8bf46550651b07cb31.css → 200 (?ms, 6325B)
[2026-07-15T12:28:28.984Z] GET https://www.recurse-scout.com/loader.js?t=bd90963b613cbcfcdd3274ad72b12dc6 → 200 (276ms, 1321B)
[2026-07-15T12:28:28.984Z] GET file:///Users/arda/Projects/eardatasci.github.io/c/ambiance/harvey.jpg → 200 (?ms, 57241B)
[2026-07-15T12:28:28.988Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, -814B)
[2026-07-15T12:28:28.988Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbY2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKxTOlOVk6OThhvA.woff2 → 200 (?ms, -814B)
[2026-07-15T12:28:29.261Z] GET https://d29xw0ra2h4o4u.cloudfront.net/assets/scout-176be16681a03cbddd686f3cc96694d3aab338ea5cb65452f83d989309810528.js → 200 (?ms, -944B)
[2026-07-15T12:29:39.571Z] GET file:///Users/arda/Projects/eardatasci.github.io/index.html → 200 (1ms, 7148B)
[2026-07-15T12:29:39.574Z] GET https://fonts.googleapis.com/css2?family=Inter:wght@400;600;700&display=swap → 200 (1ms, -698B)
[2026-07-15T12:29:39.574Z] GET https://fonts.googleapis.com/css?family=JetBrains+Mono&display=swap.css → 200 (1ms, -698B)
[2026-07-15T12:29:39.574Z] GET file:///Users/arda/Projects/eardatasci.github.io/theme.min.7363202e6ba39c3b4caca8b218f6f6631256ed7a41cd2f8bf46550651b07cb31.css → 200 (?ms, 6339B)
[2026-07-15T12:29:39.574Z] GET https://www.recurse-scout.com/loader.js?t=bd90963b613cbcfcdd3274ad72b12dc6 → pending (?ms, ?B)
[2026-07-15T12:29:39.580Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (1ms, -814B)
[2026-07-15T12:29:39.657Z] GET file:///Users/arda/Projects/eardatasci.github.io/about.html → 200 (?ms, 3041B)
[2026-07-15T12:29:39.659Z] GET https://fonts.googleapis.com/css2?family=Inter:wght@400;600;700&display=swap → 200 (?ms, -698B)
[2026-07-15T12:29:39.659Z] GET https://fonts.googleapis.com/css?family=JetBrains+Mono&display=swap.css → 200 (?ms, -698B)
[2026-07-15T12:29:39.659Z] GET file:///Users/arda/Projects/eardatasci.github.io/theme.min.7363202e6ba39c3b4caca8b218f6f6631256ed7a41cd2f8bf46550651b07cb31.css → 200 (?ms, 6339B)
[2026-07-15T12:29:39.659Z] GET https://www.recurse-scout.com/loader.js?t=bd90963b613cbcfcdd3274ad72b12dc6 → pending (?ms, ?B)
[2026-07-15T12:29:39.660Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (1ms, -814B)
[2026-07-15T12:29:39.733Z] GET file:///Users/arda/Projects/eardatasci.github.io/c/static-pods/index.html → 200 (?ms, 9249B)
[2026-07-15T12:29:39.736Z] GET https://fonts.googleapis.com/css2?family=Inter:wght@400;600;700&display=swap → 200 (?ms, -698B)
[2026-07-15T12:29:39.736Z] GET https://fonts.googleapis.com/css2?family=JetBrains+Mono&display=swap → 200 (?ms, -698B)
[2026-07-15T12:29:39.736Z] GET file:///Users/arda/Projects/eardatasci.github.io/theme.min.7363202e6ba39c3b4caca8b218f6f6631256ed7a41cd2f8bf46550651b07cb31.css → 200 (?ms, 6339B)
[2026-07-15T12:29:39.736Z] GET file:///Users/arda/Projects/eardatasci.github.io/c/static-pods/tweet1.png → 200 (?ms, 68261B)
[2026-07-15T12:29:39.736Z] GET file:///Users/arda/Projects/eardatasci.github.io/c/static-pods/tweet2.png → 200 (?ms, 75951B)
[2026-07-15T12:29:39.739Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, -814B)
[2026-07-15T12:29:39.739Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbY2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKxTOlOVk6OThhvA.woff2 → 200 (?ms, -814B)
[2026-07-15T12:29:39.821Z] GET file:///Users/arda/Projects/eardatasci.github.io/talktome.html → 200 (1ms, 14584B)
[2026-07-15T12:29:39.824Z] GET https://fonts.googleapis.com/css2?family=Inter:wght@400;600;700&display=swap → 200 (1ms, -698B)
[2026-07-15T12:29:39.824Z] GET file:///Users/arda/Projects/eardatasci.github.io/theme.min.7363202e6ba39c3b4caca8b218f6f6631256ed7a41cd2f8bf46550651b07cb31.css → 200 (?ms, 6339B)
[2026-07-15T12:29:39.824Z] GET https://www.recurse-scout.com/loader.js?t=bd90963b613cbcfcdd3274ad72b12dc6 → pending (?ms, ?B)
[2026-07-15T12:29:39.827Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (3ms, -814B)
[2026-07-15T12:29:40.001Z] GET https://d29xw0ra2h4o4u.cloudfront.net/assets/scout-176be16681a03cbddd686f3cc96694d3aab338ea5cb65452f83d989309810528.js → 200 (?ms, -944B)
[2026-07-15T12:30:29.675Z] GET file:///Users/arda/Projects/eardatasci.github.io/c/static-pods/index.html → 200 (1ms, 9249B)
[2026-07-15T12:30:29.678Z] GET https://fonts.googleapis.com/css2?family=Inter:wght@400;600;700&display=swap → 200 (1ms, -698B)
[2026-07-15T12:30:29.678Z] GET https://fonts.googleapis.com/css2?family=JetBrains+Mono&display=swap → 200 (1ms, -698B)
[2026-07-15T12:30:29.678Z] GET file:///Users/arda/Projects/eardatasci.github.io/theme.min.7363202e6ba39c3b4caca8b218f6f6631256ed7a41cd2f8bf46550651b07cb31.css → 200 (?ms, 6339B)
[2026-07-15T12:30:29.678Z] GET file:///Users/arda/Projects/eardatasci.github.io/c/static-pods/tweet1.png → 200 (?ms, 68261B)
[2026-07-15T12:30:29.678Z] GET file:///Users/arda/Projects/eardatasci.github.io/c/static-pods/tweet2.png → 200 (?ms, 75951B)
[2026-07-15T12:30:29.679Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (2ms, -814B)
[2026-07-15T12:30:29.679Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbY2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKxTOlOVk6OThhvA.woff2 → 200 (2ms, -814B)
[2026-07-15T12:30:29.826Z] GET file:///Users/arda/Projects/eardatasci.github.io/index.html → 200 (1ms, 7148B)
[2026-07-15T12:30:29.829Z] GET https://fonts.googleapis.com/css2?family=Inter:wght@400;600;700&display=swap → 200 (1ms, -698B)
[2026-07-15T12:30:29.829Z] GET https://fonts.googleapis.com/css?family=JetBrains+Mono&display=swap.css → 200 (1ms, -698B)
[2026-07-15T12:30:29.829Z] GET file:///Users/arda/Projects/eardatasci.github.io/theme.min.7363202e6ba39c3b4caca8b218f6f6631256ed7a41cd2f8bf46550651b07cb31.css → 200 (?ms, 6339B)
[2026-07-15T12:30:29.829Z] GET https://www.recurse-scout.com/loader.js?t=bd90963b613cbcfcdd3274ad72b12dc6 → 200 (96ms, 580B)
[2026-07-15T12:30:29.839Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (1ms, -814B)
[2026-07-15T12:30:29.925Z] GET https://d29xw0ra2h4o4u.cloudfront.net/assets/scout-176be16681a03cbddd686f3cc96694d3aab338ea5cb65452f83d989309810528.js → 200 (1ms, -944B)
[2026-07-15T12:37:05.438Z] GET file:///Users/arda/Projects/eardatasci.github.io/index.html → 200 (1ms, 7182B)
[2026-07-15T12:37:05.441Z] GET https://fonts.googleapis.com/css2?family=Inter:wght@400;600;700&display=swap → 200 (1ms, -698B)
[2026-07-15T12:37:05.441Z] GET https://fonts.googleapis.com/css?family=JetBrains+Mono&display=swap.css → 200 (1ms, -698B)
[2026-07-15T12:37:05.441Z] GET file:///Users/arda/Projects/eardatasci.github.io/theme.min.7363202e6ba39c3b4caca8b218f6f6631256ed7a41cd2f8bf46550651b07cb31.css → 200 (?ms, 12082B)
[2026-07-15T12:37:05.441Z] GET file:///Users/arda/Projects/eardatasci.github.io/toggle.js → 200 (1ms, 993B)
[2026-07-15T12:37:05.441Z] GET https://www.recurse-scout.com/loader.js?t=bd90963b613cbcfcdd3274ad72b12dc6 → pending (?ms, ?B)
